date,home_team,away_team,team,player,minute
1986-06-13,Denmark,West Germany,West Germany,Karl-Heinz Rummenigge,71
1986-06-13,Scotland,Uruguay,Scotland,Charlie Nicholas,70
1986-06-13,Scotland,Uruguay,Scotland,Davie Cooper,70
1986-06-13,Scotland,Uruguay,Uruguay,Mario Saralegui,70
1986-06-13,Scotland,Uruguay,Uruguay,Antonio Alzamendi,84
1986-06-15,Mexico,Bulgaria,Bulgaria,Nasko Sirakov,59
1986-06-15,Mexico,Bulgaria,Bulgaria,Bozhidar Iskrenov,70
1986-06-15,Mexico,Bulgaria,Mexico,Carlos de los Cobos,79
1986-06-15,Soviet Union,Belgium,Soviet Union,Sergey Rodionov,72
1986-06-15,Soviet Union,Belgium,Soviet Union,Vadym Yevtushenko,79
1986-06-15,Soviet Union,Belgium,Belgium,Leo Clijsters,99
1986-06-15,Soviet Union,Belgium,Belgium,Leo Van Der Elst,112
1986-06-16,Brazil,Poland,Poland,Jan Furtok,59
1986-06-16,Brazil,Poland,Brazil,not applicable Zico,69
1986-06-16,Brazil,Poland,Brazil,Paulo Silas,73
1986-06-16,Brazil,Poland,Poland,Władysław Żmuda,83
1986-06-16,Argentina,Uruguay,Uruguay,Jorge da Silva,46
1986-06-16,Argentina,Uruguay,Uruguay,Rubén Paz,61
1986-06-16,Argentina,Uruguay,Argentina,Julio Olarticoechea,85
1986-06-17,Italy,France,Italy,Antonio Di Gennaro,46
1986-06-17,Italy,France,Italy,Gianluca Vialli,58
1986-06-17,Italy,France,France,Thierry Tusseau,73
1986-06-17,Italy,France,France,Jean-Marc Ferreri,85
1986-06-17,Morocco,West Germany,West Germany,Pierre Littbarski,46
1986-06-18,England,Paraguay,England,Gary Stevens,58
1986-06-18,England,Paraguay,Paraguay,Jorge Guasch,64
1986-06-18,England,Paraguay,England,Mark Hateley,80
1986-06-18,Denmark,Spain,Spain,not applicable Eloy,46
1986-06-18,Denmark,Spain,Denmark,John Eriksen,60
1986-06-18,Denmark,Spain,Denmark,Jan Mølby,71
1986-06-18,Denmark,Spain,Spain,not applicable Francisco,83
1986-06-21,Brazil,France,Brazil,not applicable Zico,71
1986-06-21,Brazil,France,France,Jean-Marc Ferreri,84
1986-06-21,Brazil,France,Brazil,Paulo Silas,91
1986-06-21,Brazil,France,France,Bruno Bellone,99
1986-06-21,West Germany,Mexico,Mexico,Carlos de los Cobos,32
1986-06-21,West Germany,Mexico,West Germany,Dieter Hoeneß,59
1986-06-21,West Germany,Mexico,Mexico,Francisco Javier Cruz,69
1986-06-21,West Germany,Mexico,West Germany,Pierre Littbarski,116
1986-06-22,Argentina,England,England,Chris Waddle,69
1986-06-22,Argentina,England,England,John Barnes,74
1986-06-22,Argentina,England,Argentina,Carlos Tapia,75
1986-06-22,Spain,Belgium,Spain,Juan Antonio Señor,46
1986-06-22,Spain,Belgium,Spain,not applicable Eloy,63
1986-06-22,Spain,Belgium,Belgium,Hugo Broos,82
1986-06-22,Spain,Belgium,Belgium,Leo Van Der Elst,106
1986-06-25,France,West Germany,West Germany,Rudi Völler,57
1986-06-25,France,West Germany,France,Daniel Xuereb,66
1986-06-25,France,West Germany,France,Philippe Vercruysse,72
1986-06-25,Argentina,Belgium,Belgium,Philippe Desmet,54
1986-06-25,Argentina,Belgium,Argentina,Ricardo Bochini,85
1986-06-28,Belgium,France,Belgium,Franky Van der Elst,46
1986-06-28,Belgium,France,France,Maxime Bossis,56
1986-06-28,Belgium,France,Belgium,Leo Van Der Elst,64
1986-06-28,Belgium,France,France,Thierry Tusseau,84
1986-06-29,Argentina,West Germany,West Germany,Rudi Völler,46
1986-06-29,Argentina,West Germany,West Germany,Dieter Hoeneß,62
1986-06-29,Argentina,West Germany,Argentina,Marcelo Trobbiani,90
1990-06-08,Argentina,Cameroon,Argentina,Claudio Caniggia,46
1990-06-08,Argentina,Cameroon,Cameroon,Thomas Libiih,66
1990-06-08,Argentina,Cameroon,Argentina,Gabriel Calderón,69
1990-06-08,Argentina,Cameroon,Cameroon,Roger Milla,81
1990-06-09,Soviet Union,Romania,Soviet Union,Ivan Yaremchuk,66
1990-06-09,Soviet Union,Romania,Soviet Union,Aleksandr Borodyuk,71
1990-06-09,Soviet Union,Romania,Romania,Gabi Balint,80
1990-06-09,Soviet Union,Romania,Romania,Ilie Dumitrescu,87
1990-06-09,United Arab Emirates,Colombia,United Arab Emirates,Zuhair Bakheet,57
1990-06-09,United Arab Emirates,Colombia,United Arab Emirates,Abdualla Sultan,74
1990-06-09,United Arab Emirates,Colombia,Colombia,Carlos Estrada,75
1990-06-09,Italy,Austria,Italy,Luigi De Agostini,46
1990-06-09,Italy,Austria,Austria,Manfred Zsak,61
1990-06-09,Italy,Austria,Italy,Salvatore Schillaci,75
1990-06-09,Italy,Austria,Austria,Alfred Hörtnagl,77
1990-06-10,United States,Czechoslovakia,United States,Marcelo Balboa,64
1990-06-10,United States,Czechoslovakia,Czechoslovakia,Milan Luhový,77
1990-06-10,United States,Czechoslovakia,United States,Christopher Sullivan,79
1990-06-10,United States,Czechoslovakia,Czechoslovakia,Vladimír Weiss,83
1990-06-10,Brazil,Sweden,Sweden,Stefan Pettersson,46
1990-06-10,Brazil,Sweden,Sweden,Glenn Strömberg,70
1990-06-10,Brazil,Sweden,Brazil,Paulo Silas,82
1990-06-10,West Germany,Yugoslavia,Yugoslavia,Dragoljub Brnović,55
1990-06-10,West Germany,Yugoslavia,Yugoslavia,Robert Prosinečki,55
1990-06-10,West Germany,Yugoslavia,West Germany,Pierre Littbarski,74
1990-06-10,West Germany,Yugoslavia,West Germany,Andreas Möller,74
1990-06-11,Costa Rica,Scotland,Scotland,Stewart McKimmie,46
1990-06-11,Costa Rica,Scotland,Scotland,Ally McCoist,74
1990-06-11,Costa Rica,Scotland,Costa Rica,Hernán Medford,85
1990-06-11,England,Republic of Ireland,Republic of Ireland,Alan McLoughlin,64
1990-06-11,England,Republic of Ireland,England,Steve McMahon,69
1990-06-11,England,Republic of Ireland,England,Steve Bull,83
1990-06-12,Belgium,South Korea,Belgium,Jan Ceulemans,46
1990-06-12,Belgium,South Korea,South Korea,Min-kook Cho,46
1990-06-12,Belgium,South Korea,South Korea,Tae-ho Lee,62
1990-06-12,Netherlands,Egypt,Netherlands,Wim Kieft,46
1990-06-12,Netherlands,Egypt,Netherlands,Richard Witschge,69
1990-06-12,Netherlands,Egypt,Egypt,Magdy Tolba,69
1990-06-12,Netherlands,Egypt,Egypt,Adel Abdel Rahman,69
1990-06-13,Uruguay,Spain,Uruguay,Gabriel Correa,64
1990-06-13,Uruguay,Spain,Uruguay,Carlos Aguilera,64
1990-06-13,Uruguay,Spain,Spain,Alberto Górriz,79
1990-06-13,Uruguay,Spain,Spain,Rafael Paz,79
1990-06-13,Argentina,Soviet Union,Argentina,Sergio Goycochea,11
1990-06-13,Argentina,Soviet Union,Soviet Union,Gennadiy Litovchenko,75
1990-06-13,Argentina,Soviet Union,Argentina,Néstor Lorenzo,79
1990-06-13,Argentina,Soviet Union,Soviet Union,Volodymyr Lyutyi,80
1990-06-14,Cameroon,Romania,Romania,Ilie Dumitrescu,55
1990-06-14,Cameroon,Romania,Cameroon,Roger Milla,58
1990-06-14,Cameroon,Romania,Romania,Gabi Balint,63
1990-06-14,Cameroon,Romania,Cameroon,Jean-Claude Pagal,68
1990-06-14,Yugoslavia,Colombia,Yugoslavia,Robert Jarni,46
1990-06-14,Yugoslavia,Colombia,Yugoslavia,Darko Pančev,53
1990-06-14,Yugoslavia,Colombia,Colombia,Rubén Darío Hernández,68
1990-06-14,Yugoslavia,Colombia,Colombia,Carlos Estrada,78
1990-06-14,Italy,United States,Italy,Salvatore Schillaci,51
1990-06-14,Italy,United States,United States,John Stollmeyer,80
1990-06-14,Italy,United States,United States,Christopher Sullivan,82
1990-06-15,Austria,Czechoslovakia,Czechoslovakia,Július Bielik,31
1990-06-15,Austria,Czechoslovakia,Austria,Andreas Ogris,46
1990-06-15,Austria,Czechoslovakia,Austria,Michael Streiter,46
1990-06-15,Austria,Czechoslovakia,Czechoslovakia,Vladimír Weiss,81
1990-06-15,West Germany,United Arab Emirates,West Germany,Pierre Littbarski,46
1990-06-15,West Germany,United Arab Emirates,West Germany,Karl-Heinz Riedle,71
1990-06-15,West Germany,United Arab Emirates,United Arab Emirates,Hassan Mohamed,82
1990-06-15,West Germany,United Arab Emirates,United Arab Emirates,Abdulrahman Al-Haddad,87
1990-06-16,Brazil,Costa Rica,Costa Rica,Roy Myers,71
1990-06-16,Brazil,Costa Rica,Costa Rica,Alexandre Guimarães,78
1990-06-16,Brazil,Costa Rica,Brazil,not applicable Bebeto,83
1990-06-16,Brazil,Costa Rica,Brazil,Paulo Silas,86
1990-06-16,Sweden,Scotland,Sweden,Johnny Ekström,62
1990-06-16,Sweden,Scotland,Sweden,Glenn Strömberg,75
1990-06-16,Sweden,Scotland,Scotland,Paul McStay,75
1990-06-16,Sweden,Scotland,Scotland,Ally McCoist,84
1990-06-16,England,Netherlands,England,Steve Bull,58
1990-06-16,England,Netherlands,England,David Platt,64
1990-06-16,England,Netherlands,Netherlands,Wim Kieft,74
1990-06-17,Republic of Ireland,Egypt,Egypt,Taher Abouzeid,60
1990-06-17,Republic of Ireland,Egypt,Republic of Ireland,Alan McLoughlin,64
1990-06-17,Republic of Ireland,Egypt,Egypt,Gamal Abdel-Hamid,76
1990-06-17,Republic of Ireland,Egypt,Republic of Ireland,Niall Quinn,84
1990-06-17,Belgium,Uruguay,Belgium,Marc Emmers,46
1990-06-17,Belgium,Uruguay,Uruguay,Carlos Aguilera,46
1990-06-17,Belgium,Uruguay,Uruguay,Pablo Bengoechea,56
1990-06-17,Belgium,Uruguay,Belgium,Patrick Vervoort,75
1990-06-17,South Korea,Spain,South Korea,Soo-jin Noh,52
1990-06-17,South Korea,Spain,South Korea,Jong-soo Chung,68
1990-06-17,South Korea,Spain,Spain,not applicable Fernando,76
1990-06-17,South Korea,Spain,Spain,José María Bakero,81
1990-06-18,Argentina,Romania,Argentina,Ricardo Giusti,53
1990-06-18,Argentina,Romania,Argentina,Gustavo Dezotti,60
1990-06-18,Argentina,Romania,Romania,Dănuț Lupu,72
1990-06-18,Argentina,Romania,Romania,Dorin Mateuț,82
1990-06-18,Cameroon,Soviet Union,Cameroon,Roger Milla,34
1990-06-18,Cameroon,Soviet Union,Soviet Union,Oleksandr Zavarov,46
1990-06-18,Cameroon,Soviet Union,Cameroon,Jean-Claude Pagal,56
1990-06-18,Cameroon,Soviet Union,Soviet Union,Ivan Yaremchuk,72
1990-06-19,West Germany,Colombia,West Germany,Pierre Littbarski,46
1990-06-19,West Germany,Colombia,West Germany,Olaf Thon,88
1990-06-19,Yugoslavia,United Arab Emirates,United Arab Emirates,Abdualla Sultan,35
1990-06-19,Yugoslavia,United Arab Emirates,United Arab Emirates,Fahad Khamees,46
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Zoran Vulić,64
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Robert Prosinečki,78
1990-06-19,Austria,United States,Austria,Andreas Reisinger,46
1990-06-19,Austria,United States,United States,Eric Wynalda,55
1990-06-19,Austria,United States,United States,Brian Bliss,70
1990-06-19,Austria,United States,Austria,Gerald Glatzmayer,86
1990-06-19,Italy,Czechoslovakia,Czechoslovakia,Július Bielik,46
